time_s,lat,lon,alt_m,phase
5870.0,35.480876,10.676783,13943.0,descent
5880.0,35.480732,10.67916,13807.7,descent
5890.0,35.480439,10.681485,13673.6,descent
5900.0,35.480117,10.683996,13540.8,descent
5910.0,35.479793,10.686342,13409.3,descent
5920.0,35.4795,10.68881,13279.0,descent
5930.0,35.479439,10.691455,13149.9,descent
5940.0,35.479205,10.694094,13022.0,descent
5950.0,35.479043,10.696918,12895.2,descent
5960.0,35.478749,10.699905,12769.6,descent
5970.0,35.478531,10.702698,12645.2,descent
5980.0,35.47815,10.705834,12521.8,descent
5990.0,35.478181,10.708591,12399.5,descent
6000.0,35.478262,10.711796,12278.3,descent
6010.0,35.478289,10.714626,12158.1,descent
6020.0,35.478294,10.717768,12038.9,descent
6030.0,35.478398,10.720777,11920.8,descent
6040.0,35.478553,10.723801,11803.6,descent
6050.0,35.478587,10.727336,11687.4,descent
6060.0,35.478758,10.730674,11572.2,descent
6070.0,35.478979,10.733864,11457.9,descent
6080.0,35.479276,10.736669,11344.6,descent
6090.0,35.479724,10.739611,11232.2,descent
6100.0,35.479742,10.742731,11120.6,descent
6110.0,35.479794,10.74607,11010.0,descent
6120.0,35.479948,10.74951,10900.2,descent
6130.0,35.480154,10.752751,10791.3,descent
6140.0,35.480573,10.75627,10683.2,descent
6150.0,35.480847,10.75981,10576.0,descent
6160.0,35.481374,10.763139,10469.5,descent
6170.0,35.481745,10.766413,10363.9,descent
6180.0,35.482309,10.769945,10259.1,descent
6190.0,35.482689,10.773487,10155.0,descent
6200.0,35.482957,10.777177,10051.8,descent
6210.0,35.483676,10.780927,9949.3,descent
6220.0,35.484365,10.784789,9847.5,descent
6230.0,35.484969,10.788583,9746.5,descent
6240.0,35.485841,10.792044,9646.2,descent
6250.0,35.486717,10.795576,9546.6,descent
6260.0,35.487174,10.799468,9447.7,descent
6270.0,35.487806,10.803009,9349.5,descent
6280.0,35.488609,10.806536,9252.0,descent
6290.0,35.48941,10.810387,9155.2,descent
6300.0,35.490358,10.814407,9059.0,descent
6310.0,35.49119,10.818316,8963.5,descent
6320.0,35.492084,10.822115,8868.7,descent
6330.0,35.492873,10.825736,8774.5,descent
6340.0,35.493499,10.82921,8680.9,descent
6350.0,35.494168,10.832908,8587.9,descent
6360.0,35.49471,10.836754,8495.6,descent
6370.0,35.495348,10.840179,8403.9,descent
6380.0,35.496012,10.843508,8312.7,descent
6390.0,35.496437,10.846856,8222.2,descent
6400.0,35.497139,10.850262,8132.3,descent
6410.0,35.49814,10.853658,8042.9,descent
6420.0,35.498605,10.85663,7954.1,descent
6430.0,35.499186,10.859886,7865.8,descent
6440.0,35.499748,10.862871,7778.1,descent
6450.0,35.500269,10.866377,7691.0,descent
6460.0,35.500904,10.869507,7604.4,descent
6470.0,35.501721,10.872435,7518.3,descent
6480.0,35.502161,10.875544,7432.7,descent
6490.0,35.502728,10.878291,7347.7,descent
6500.0,35.50333,10.881053,7263.2,descent
6510.0,35.504095,10.883905,7179.2,descent
6520.0,35.504506,10.886908,7095.7,descent
6530.0,35.505274,10.889628,7012.7,descent
6540.0,35.505578,10.892335,6930.2,descent
6550.0,35.506007,10.89472,6848.2,descent
6560.0,35.506337,10.897321,6766.6,descent
6570.0,35.506712,10.899946,6685.6,descent
6580.0,35.50693,10.90273,6604.9,descent
6590.0,35.507296,10.905346,6524.8,descent
6600.0,35.507544,10.907775,6445.1,descent
6610.0,35.507979,10.910224,6365.9,descent
6620.0,35.508525,10.912699,6287.1,descent
6630.0,35.508795,10.915237,6208.8,descent
6640.0,35.509327,10.917681,6130.9,descent
6650.0,35.509599,10.920099,6053.4,descent
6660.0,35.510006,10.922234,5976.3,descent
6670.0,35.510324,10.924694,5899.7,descent
6680.0,35.510465,10.927089,5823.5,descent
6690.0,35.510721,10.929441,5747.7,descent
6700.0,35.511091,10.931997,5672.3,descent
6710.0,35.511337,10.934138,5597.4,descent
6720.0,35.511683,10.936366,5522.8,descent
6730.0,35.511746,10.938439,5448.6,descent
6740.0,35.512091,10.940587,5374.8,descent
6750.0,35.512379,10.942778,5301.4,descent
6760.0,35.512584,10.944826,5228.4,descent
6770.0,35.51279,10.946734,5155.7,descent
6780.0,35.513012,10.948936,5083.5,descent
6790.0,35.513285,10.950863,5011.6,descent
6800.0,35.51353,10.952762,4940.1,descent
6810.0,35.513674,10.954648,4868.9,descent
6820.0,35.513807,10.956375,4798.1,descent
6830.0,35.513983,10.958195,4727.7,descent
6840.0,35.514076,10.959925,4657.6,descent
6850.0,35.514205,10.961838,4587.9,descent
6860.0,35.514323,10.963473,4518.5,descent
6870.0,35.51463,10.965213,4449.4,descent
6880.0,35.514781,10.966916,4380.7,descent
6890.0,35.514944,10.968636,4312.4,descent
6900.0,35.515007,10.970313,4244.3,descent
6910.0,35.515384,10.971974,4176.6,descent
6920.0,35.515547,10.973531,4109.2,descent
6930.0,35.515678,10.974951,4042.2,descent
6940.0,35.515906,10.976558,3975.4,descent
6950.0,35.516107,10.97807,3909.0,descent
6960.0,35.516147,10.979497,3842.9,descent
6970.0,35.516245,10.980901,3777.1,descent
6980.0,35.516256,10.982188,3711.6,descent
6990.0,35.51639,10.983611,3646.5,descent
7000.0,35.516592,10.98499,3581.6,descent
7010.0,35.516729,10.986392,3517.0,descent
7020.0,35.516861,10.987673,3452.7,descent
7030.0,35.516924,10.98891,3388.7,descent
7040.0,35.516988,10.990172,3325.0,descent
7050.0,35.517056,10.99139,3261.6,descent
7060.0,35.517033,10.992557,3198.5,descent
7070.0,35.517055,10.99363,3135.7,descent
7080.0,35.517187,10.994834,3073.1,descent
7090.0,35.517223,10.996067,3010.9,descent
7100.0,35.517301,10.99721,2948.9,descent
7110.0,35.517382,10.998273,2887.1,descent
7120.0,35.517387,10.99936,2825.7,descent
7130.0,35.517495,11.000414,2764.5,descent
7140.0,35.517518,11.001496,2703.6,descent
7150.0,35.517546,11.002555,2642.9,descent
7160.0,35.517642,11.003547,2582.6,descent
7170.0,35.51776,11.004492,2522.4,descent
7180.0,35.517815,11.005488,2462.6,descent
7190.0,35.517981,11.006417,2402.9,descent
7200.0,35.517981,11.007317,2343.6,descent
7210.0,35.518008,11.008232,2284.5,descent
7220.0,35.517993,11.009101,2225.6,descent
7230.0,35.51802,11.010014,2167.0,descent
7240.0,35.517994,11.011027,2108.6,descent
7250.0,35.518049,11.011906,2050.5,descent
7260.0,35.518061,11.012774,1992.6,descent
7270.0,35.518104,11.013637,1935.0,descent
7280.0,35.518137,11.014556,1877.5,descent
7290.0,35.518161,11.015497,1820.4,descent
7300.0,35.518172,11.016403,1763.4,descent
7310.0,35.51822,11.017259,1706.7,descent
7320.0,35.518223,11.018031,1650.2,descent
7330.0,35.518239,11.018865,1594.0,descent
7340.0,35.518295,11.019593,1537.9,descent
7350.0,35.518361,11.020303,1482.1,descent
7360.0,35.518336,11.021064,1426.6,descent
7370.0,35.518417,11.021801,1371.2,descent
7380.0,35.51843,11.022527,1316.0,descent
7390.0,35.518487,11.02332,1261.1,descent
7400.0,35.518442,11.024013,1206.4,descent
7410.0,35.518429,11.024725,1151.9,descent
7420.0,35.518421,11.025413,1097.6,descent
7430.0,35.518446,11.026111,1043.5,descent
7440.0,35.518486,11.026799,989.7,descent
7450.0,35.518478,11.027458,936.0,descent
7460.0,35.518474,11.028076,882.6,descent
7470.0,35.518494,11.028681,829.3,descent
7480.0,35.518513,11.029283,776.2,descent
7490.0,35.518531,11.029894,723.4,descent
7500.0,35.518547,11.030505,670.7,descent
7510.0,35.518547,11.031067,618.3,descent
7520.0,35.51852,11.031671,566.0,descent
7530.0,35.518489,11.032219,514.0,descent
7540.0,35.518471,11.032706,462.1,descent
7550.0,35.518444,11.03329,410.4,descent
7560.0,35.518408,11.033812,358.9,descent
7570.0,35.518427,11.034344,307.6,descent
7580.0,35.518399,11.034799,256.5,descent
7590.0,35.518346,11.035265,205.6,descent
7600.0,35.518356,11.035733,154.9,descent
7610.0,35.51838,11.036168,104.3,descent
7620.0,35.518353,11.036615,53.9,landing
7630.0,35.518303,11.037044,3.7,landing
7640.0,35.518273,11.037511,0.0,landing
